RESOURCE_NODE,UNIT_SUBSTATION,UNIT_NAME
FO_FORMOSA12,FORMOSA,FORMOSG12
FO_FORMOSG1,FORMOSA,FORMOSG1
FO_FORMOSG10,FORMOSA,FORMOSG10
FO_FORMOSG13,FORMOSA,FORMOSG13
FO_FORMOSG14,FORMOSA,FORMOSG14
FO_FORMOSG15,FORMOSA,FORMOSG15
FO_FORMOSG2,FORMOSA,FORMOSG2
FO_FORMOSG3,FORMOSA,FORMOSG3
FO_FORMOSG4,FORMOSA,FORMOSG4
FO_FORMOSG5,FORMOSA,FORMOSG5
FO_FORMOSG6,FORMOSA,FORMOSG6
FO_FORMOSG7,FORMOSA,FORMOSG7
FO_FORMOSG8,FORMOSA,FORMOSG8
FO_FORMOSG9,FORMOSA,FORMOSG9
FPPYD_FPP_G1,FPPYD1,FPP_G1
FPPYD_FPP_G2,FPPYD1,FPP_G2
FPPYD_FPP_G3,FPPYD2,FPP_G3
FREC_1_CCU,FREC,GT1
FREC_1_CCU,FREC,GT2
FREC_1_CCU,FREC,ST3
FREC_2_CCU,FREC,GT4
FREC_2_CCU,FREC,GT5
FREC_2_CCU,FREC,ST6
FRMRSVLW_RN,FRMRSVLW,ESR1
FRMR_BS2_RN1,FRMRSVLW,ESR2
FRNYPP_1_CCU,FRNYPP,GT11
FRNYPP_1_CCU,FRNYPP,GT12
FRNYPP_1_CCU,FRNYPP,GT13
FRNYPP_1_CCU,FRNYPP,ST10
FRNYPP_2_CCU,FRNYPP,GT21
FRNYPP_2_CCU,FRNYPP,GT22
FRNYPP_2_CCU,FRNYPP,GT23
FRNYPP_2_CCU,FRNYPP,ST20
FRONT_EC_RN1,FRONT_EC,ST
FRONT_EC_RN2,FRONT_EC,CT1
FRONT_EC_RN3,FRONT_EC,CT2
FRYE_SLR_ALL,FRYE_SLR,UNIT1
FRYE_SLR_ALL,FRYE_SLR,UNIT2
FTDUNCAN_RN,FTDUNCAN,ESR1
FTR_FTR_G1_4,FTR,FTR_G1
FTR_FTR_G1_4,FTR,FTR_G2
FTR_FTR_G1_4,FTR,FTR_G3
FTR_FTR_G1_4,FTR,FTR_G4
FTWIND_UNIT1,FTWIND,UNIT_1
FWLR_SLR_1,FWLR_SLR,UNIT1
GAIA_SLR_RN,GAIA_SLR,ESR1
GAIA_SLR_RN,GAIA_SLR,SOLAR1
GALO_RN1,GALLOWAY,SOLAR1
GALO_RN1,GALLOWAY,SOLAR2
GAMBIT_RN,GAMBIT,ESR1
GARC_BESS_RN,GARCENO,ESR1
GBY_GT,GBY,GBYGT73
GBY_GT,GBY,GBYGT74
GBY_GT,GBY,GBYGT81
GBY_GT,GBY,GBYGT82
GBY_GT,GBY,GBYGT83
GBY_GT,GBY,GBYGT84
GID_GIDEONG1,GIDEON,GIDEONG1
GID_GIDEONG2,GIDEON,GIDEONG2
GID_GIDEONG3,GIDEON,GIDEONG3
GIGA_ESS_RN,GIGA_ESS,ESR1
GKS_BESS_RN,GKS_BESS,ESR1
GOA_GOATWIND,GOAT,GOATWIN2
GOA_GOATWIND,GOAT,GOATWIND
GODY_SLR_RN,GODY_SLR,ESR1
GODY_SLR_RN,GODY_SLR,SOLAR1
GODY_SLR_RN,GODY_SLR,SOLAR2
GOLINDA_UN1,GOLINDA,UNIT1
GOMZ_RN,GOMZ,ESR1
GOODNIT1_ALL,GOODNIT1,UNIT1
GOODNIT1_ALL,GOODNIT1,UNIT2
GOODWIN_ESR,GOODWIN,ESR1
GPASTURE_ALL,GPASTURE,WIND_I
GRANDVW1_A_B,GRANDVW1,COLA
GRANDVW1_A_B,GRANDVW1,COLB
GRANDVW1_A_B,GRANDVW1,GV1A
GRANDVW1_A_B,GRANDVW1,GV1B
GRAN_SLR_RN,GRAN_SLR,UNIT1
GRDNE_ESR_RN,GRDNE,ESR1
GREASWOD_ALL,GREASWOD,UNIT1
GREASWOD_ALL,GREASWOD,UNIT2
GREGORY_RN,GREGORY,ESR1
GRIF_TRL_RN,GRIF_TRL,UNIT1
GRIF_TRL_RN,GRIF_TRL,UNIT2
GRIM_SLR_RN,GRIM_SLR,UNIT1
GRIM_SLR_RN,GRIM_SLR,UNIT2
GRIM_SLR_RN,GRIM_SLR,UNIT3
GRSES_UNIT1,GRSES,UNIT1
GRSES_UNIT2,GRSES,UNIT2
GRYH_SLR_RN,GRYH_SLR,SOLAR1
GRYH_SLR_RN,GRYH_SLR,SOLAR2
GRYH_SLR_RN,GRYH_SLR,SOLAR3
GRYH_SLR_RN,GRYH_SLR,SOLAR4
GRYH_SLR_RN,GRYH_SLR,SOLAR5
GRYH_SLR_RN,GRYH_SLR,SOLAR6
GRYH_SLR_RN,GRYH_SLR,SOLAR7
GRYH_SLR_RN,GRYH_SLR,SOLAR8
GUADG_CCU1,GUADG,GAS1
GUADG_CCU1,GUADG,GAS2
GUADG_CCU1,GUADG,STM5
GUADG_CCU2,GUADG,GAS3
GUADG_CCU2,GUADG,GAS4
GUADG_CCU2,GUADG,STM6
GUNMTN_NODE,GUNMTN,G1
GWEC_G1,GWEC,GWEC_G1
GZ_RN,GZ,ESR1
GZ_RN,GZ,ESR2
HALO_RN1,HALO_SLR,UNIT1
HAMI_BESS_RN,HAMILTON,ESR1
HARLIN_1_RN,HARLIN_1,ESR1
HART_WND_RN,HART_WND,UNIT1
HAYSEN1_2,HAYSEN,HAYSENG1
HAYSEN1_2,HAYSEN,HAYSENG2
HAYSEN3_4,HAYSEN,HAYSENG3
HAYSEN3_4,HAYSEN,HAYSENG4
HEADCAMP_RN,HEADCAMP,ESR1
HEARN_RD_RN,HEARN_RD,ESR1
HELIOS_RN,HELIOS,UNIT1
HEN_RN,HEN,ESR1
HEN_RN,HEN,ESR2
HHGT_KENDAL,HHGT,CALLAHAN
HHGT_KENDAL,HHGT,HHOLLOW1
HHGT_KENDAL,HHGT,HHOLLOW2
HHGT_KENDAL,HHGT,HHOLLOW3
HHGT_KENDAL,HHGT,HHOLLOW4
HHOLLW2_WND1,HHOLLOW2,WIND1
HHOLLW3_WND1,HHOLLOW3,WND_1
HHOLLW4_WND1,HHOLLOW4,WND1
HICK_G1_G2,HICKMAN,G1
HICK_G1_G2,HICKMAN,G2
HICK_G1_G2,OVEJA,G1
HICK_G1_G2,OVEJA,G2
HI_LONEB_RN1,HI_LONEB,ESR1
HI_LONE_ALL,HI_LONE,WGR1A
HI_LONE_ALL,HI_LONE,WGR1B
HI_LONE_ALL,HI_LONE,WGR1C
HI_LONE_ALL,HI_LONE,WGR2
HI_LONE_ALL,HI_LONE,WGR2A
HI_LONE_ALL,HI_LONE,WGR3
HI_LONE_ALL,HI_LONE,WGR4
HKSN_SLR_ALL,HKSN_SLR,UNIT1
HKSN_SLR_ALL,HKSN_SLR,UNIT2
HKSN_SLR_ALL,HKSN_SLR,UNIT3
HLSES_UNIT3,HLSES,UNIT3
HLSES_UNIT4,HLSES,UNIT4
HLSES_UNIT5,HLSES,UNIT5
HLY_RN,HLY,ESR1
HLY_RN,HLY,ESR2
HMNG_ESS_RN,HMNG_ESS,ESR1
HNY_COMB_RN,HNY_COMB,ESR1
HNY_COMB_RN,HNY_COMB,SOLAR1
HOLCOMB_RN1,HOLCOMB,ESR1
HOLSTEIN_ALL,HOLSTEIN,SOLAR1
HOLSTEIN_ALL,HOLSTEIN,SOLAR2
HOL_ALL,HOL,UNIT1
HOL_ALL,HOL,UNIT2
HOPKNSLR_ALL,HOPKNSLR,UNIT1
HOPKNSLR_ALL,HOPKNSLR,UNIT2
HORSCR_RN,EGROVESL,UNIT1
HORSECRK_RN,HORSECRK,UNIT1
HORSECRK_RN,HORSECRK,UNIT2
HOUSEMTN_RN,HOUSEMTN,ESR1
HOVEY_GEN,HOVEY,UNIT1
HOVEY_GEN,HOVEY,UNIT2
HRFDWIND_ALL,HRFDWIND,JRDWIND1
HRFDWIND_ALL,HRFDWIND,JRDWIND2
HRFDWIND_ALL,HRFDWIND,WIND_G
HRFDWIND_ALL,HRFDWIND,WIND_V
HRMS_SLR_RN,HRMS_SLR,ESR1
HRMS_SLR_RN,HRMS_SLR,UNIT1
HRNT_SLR_RN,HRNT_SLR,UNIT1
HRNT_SLR_RN,HRNT_SLR,UNIT2
HRNT_SLR_RN,HRNT_SLR,UNIT3
HRZN_SLR_UN1,HRZN_SLR,UNIT1
HV_BESS1_RN,HV,ESR1
HWF_HWFG1,HWF,HWFG1
HWY6_RN,HWY6,ESR1
HYDR_ESS_RN,HYDR_ESS,ESR1
H_HOLLO_WND1,H_HOLLOW,WND1
IMP_RN1,IMPACT,UNIT1
INDNENR_1_RN,DSKYWND1,UNIT_1A
INDNENR_1_RN,DSKYWND1,UNIT_1B
INDNENR_2_RN,DSKYWND2,UNIT_2A
INDNENR_2_RN,DSKYWND2,UNIT_2B
INDNNWP_RN,INDNNWP,INDNNWP2
IND_INADALE1,INDL,ESR1
IND_INADALE1,INDL,INADALE1
IND_INADALE1,INDL,INADALE2
INGLCOSW_STG,INGLCOSW,STG
INGLCOS_CTG1,INGLCOSW,CTG1
INGLCOS_CTG2,INGLCOSW,CTG2
INKS_INKS_G1,INKSDA,INKS_G1
INRT_W_ALL,INRT_W,ESR1
INRT_W_ALL,INRT_W,UNIT1
INRT_W_ALL,INRT_W,UNIT2
INRT_W_ALL,INRT_W,UNIT3
JACKCNTY_CT1,JACKCNTY,CT1
JACKCNTY_CT2,JACKCNTY,CT2
JACKCNTY_STG,JACKCNTY,STG
JADE_SLR_ALL,JADE_SLR,ESR1
JADE_SLR_ALL,JADE_SLR,ESR2
JADE_SLR_ALL,JADE_SLR,UNIT1
JADE_SLR_ALL,JADE_SLR,UNIT2
JAD_RN,JAD,UNIT1
JAD_RN,JAD,UNIT2
JAD_RN,JAD,UNIT3
JAD_RN,JAD,UNIT4
JAD_RN,JAD,UNIT5
JAD_RN,JAD,UNIT6
JAD_RN,JAD,UNIT7
JAD_RN,JAD,UNIT8
JAG_SLR_RN,JAG_SLR,ESR1
JAG_SLR_RN,JAG_SLR,ESR2
JAR_RN,JAR,ESR1
JAR_RN,JAR,ESR2
JAY_RN_1,JAY,UNIT1
JAY_RN_1,JAY,UNIT2
JCKCNTY2_CT3,JCKCNTY2,CT3
JCKCNTY2_CT4,JCKCNTY2,CT4
JCKCNTY2_ST2,JCKCNTY2,ST2
JC_BAT_RN,JOHNCI,ESR1
JDKNS_RN,JDKNS,ESR1
JKLP_SLR_RN,JKLP_SLR,PV1
JKLP_SLR_RN,JKLP_SLR,PV2
JUNCTION_RN,JUNCTION,ESR1
JUNG_SLR_RN,JUNG_SLR,UNIT1
JUNORTH_RN,JUNORTH,ESR1
JUNO_ALL,JUNO,UNIT1
JUNO_ALL,JUNO,UNIT2
K2_DGR1_RN,K2,DGR1
K2_DGR2_RN,K2,DGR2
KARAKAW1_1,KARAKAW1,UNIT1
KARAKAW1_1,KARAKAW1,UNIT2
KARAKAW2_1,KARAKAW2,UNIT3
KEECHI_U1,KEECHI,U1
KEG_RN,KEG,ESR1
KELAMSL_U1,KELAM_SL,UNIT1
KEO_KEO_SM1,KEO,SHRBINO2
KINGE_ALL,KING_NE,KINGNE
KINGE_ALL,KING_SE,KINGSE
KINGW_ALL,KING_NW,KINGNW
KINGW_ALL,KING_SW,KINGSW
KNAPP_RN,KNAPP,ESR1
LACASAWD_RN,LACASAWD,UNIT1
LACASAWD_RN,LACASAWD,UNIT2
LACASAWD_RN,LACASAWD,UNIT3
LACY_CRK_ALL,LACY_CRK,UNIT1
LACY_CRK_ALL,LACY_CRK,UNIT2
LACY_CRK_ALL,LACY_CRK,UNIT3
LACY_CRK_ALL,LACY_CRK,UNIT4
LAMESASLR_G,LMESASLR,IVORY
LAMESASLR_G,LMESASLR,UNIT1
LANTANA_RN,LANTANA,ESR1
LAPETUS_U1,LAPETUS,UNIT_1
LARDVFTN_G4,LARDVFTN,G4
LARDVFTN_G5,LARDVFTN,G5
LASSO_GEN,LASSO,UNIT1
LAUR_BESS_RN,LAURELES,ESR1
LBRA_BES1,LBRA_ESS,ESR1
LEG_LEG_G1,LEG,LEG_G1
LEG_LEG_G2,LEG,LEG_G2
LEONLCPCT1_2,LEON_CRK,LCPCT1
LEONLCPCT1_2,LEON_CRK,LCPCT2
LEONLCPCT3_4,LEON_CRK,LCPCT3
LEONLCPCT3_4,LEON_CRK,LCPCT4
LEON_SLR_RN,LEON_SLR,UNIT1
LEON_SLR_RN,LEON_SLR,UNIT2
LFSTH_RN,LFSTH,ESR1
LGDRAW_S_ALL,LGDRAW_S,UNIT1_1
LGDRAW_S_ALL,LGDRAW_S,UNIT1_2
LGD_LANGFORD,LGD,LANGFORD
LGE_LGE_GT1,LGE,LGE_GT1
LGE_LGE_GT2,LGE,LGE_GT2
LGE_LGE_STG,LGE,LGE_STG
LGW_UNIT_ALL,LGW,UNIT1
LGW_UNIT_ALL,LGW,UNIT2
LHM_CVC_G4,LHM,CVC_G4
LHORN_N_U1_2,LHORN_N,UNIT1
LHORN_N_U1_2,LHORN_N,UNIT2
LHSES_UNIT1,LHSES,UNIT1
LHSES_UNIT2,LHSES,UNIT2A
LIGSW_RN,LIGSW,ESR1
LIG_RN,LIG,UNIT1
LIG_RN,LIG,UNIT2
LILY_RN,LILY,ESR1
LILY_RN,LILY,SOLAR1
LK_RN,LK,ESR1
LMAJADAS_ALL,LMAJADAS,UNIT1
LMAJADAS_ALL,LMAJADAS,UNIT2
LMAJADAS_ALL,LMAJADAS,UNIT3
LMO_ESR_RN,LMO,ESR1
LMWD_SLR_RN,LMWD_SLR,SOLAR1
LNCRK_ALL,LNCRK,G83
LNCRK_ALL,LNCRK2,G871
LNCRK_ALL,LNCRK2,G872
LONESTAR_RN,LONESTAR,ESR1
LONEWOLF_ALL,LONEWOLF,G1
LONEWOLF_ALL,LONEWOLF,G2
LONEWOLF_ALL,LONEWOLF,G3
LONEWOLF_ALL,LONEWOLF,G4
LON_RN1,LON,ESR1
LON_RN1,LON,SOLAR1
LOS_LOSTPGT1,LOSTPI,LOSTPGT1
LOS_LOSTPGT2,LOSTPI,LOSTPGT2
LOS_LOSTPST1,LOSTPI,LOSTPST1
LOWR_ESS_RN,LOWR_ESS,ESR1
LPCCS_CT11,LPCCS,CT11
LPCCS_CT12,LPCCS,CT12
LPCCS_CT21,LPCCS,CT21
LPCCS_CT22,LPCCS,CT22
LPCCS_UNIT1,LPCCS,UNIT1
LPCCS_UNIT2,LPCCS,UNIT2
LUCKYBLU_RN,LUCKYBLU,ESR1
LV1A_LV1B,LV1,LV1A
LV1A_LV1B,LV2,LV2
LV3_RN,LV3,UNIT_1
LV4_UNIT_1,LV4,UNIT_1
LV5_UNIT1,LV5,UNIT_1
LYNX_ESS_RN,LYNX_ESS,ESR1
LYSSY_RN,LYSSY,ESR1
L_FRE_ESR_RN,L_FRESNO,ESR1
MADERO_RN,MADERO,ESR1
MADERO_RN,MADERO,ESR2
MAG_RN,MAG,UNIT1
MAG_RN,MAG,UNIT2
MAINLAND_RN,MAINLAND,ESR1
MAND_SLR_RN,MAND_SLR,UNIT1
MARBFA,MARBFA,MARBFAG1
MARBFA,MARBFA,MARBFAG2
MARIAH_ALL,MARIAH,NORTE1
MARIAH_ALL,MARIAH,NORTE2
MAR_MARSFOG1,MARSFO,MARSFOG1
MAR_MARSFOG2,MARSFO,MARSFOG2
MAR_MARSFOG3,MARSFO,MARSFOG3
MAVCRK_W_ALL,MAVCRK_E,UNIT5
MAVCRK_W_ALL,MAVCRK_E,UNIT6
MAVCRK_W_ALL,MAVCRK_E,UNIT7
MAVCRK_W_ALL,MAVCRK_E,UNIT8
MAVCRK_W_ALL,MAVCRK_E,UNIT9
MAVCRK_W_ALL,MAVCRK_W,UNIT1
MAVCRK_W_ALL,MAVCRK_W,UNIT2
MAVCRK_W_ALL,MAVCRK_W,UNIT3
MAVCRK_W_ALL,MAVCRK_W,UNIT4
MCDLD_FCSBW1,MCDLD,FCW1
MCDLD_FCSBW1,MCDLD,SB1_2
MCDLD_FCSBW1,MCDLD,SB3_282
MCDLD_FCSBW1,MCDLD,SB4_G87
MCLNSLR_RN,MCLNSLR,UNIT1
MCSES_UNIT6,MCSES,UNIT6
MCSES_UNIT7,MCSES,UNIT7
MCSES_UNIT8,MCSES,UNIT8
MDANP_CT1_2,MDANP,CT1
MDANP_CT1_2,MDANP,CT2
MDANP_CT3_4,MDANP,CT3
MDANP_CT3_4,MDANP,CT4
MDANP_CT5_6,MDANP,CT5
MDANP_CT5_6,MDANP,CT6
MDWPK_RN,MDWPK,ESR1
MEDILA_RN,MEDILA,ESR1
MERCURY_ALL,MERCURY,PV1
MERCURY_ALL,MERCURY,PV2
MESQCRK_ALL,MESQCRK,WND1
MESQCRK_ALL,MESQCRK,WND2
MESQUITE_RN,MESQUITE,ESR1
MESQUITE_RN2,MESQUITE,ESR2
MESTENO_RN,MESTENO,UNIT_1
MGSES_CT123,MGSES,CT1
MGSES_CT123,MGSES,CT2
MGSES_CT123,MGSES,CT3
MGSES_CT456,MGSES,CT4
MGSES_CT456,MGSES,CT5
MGSES_CT456,MGSES,CT6
MIAM1_G1_G2,MIAM1,G1
MIAM1_G1_G2,MIAM1,G2
MIDP_SLR_RN,MIDP_SLR,ESR1
MIDP_SLR_RN,MIDP_SLR,SOLAR1
MIDWY_RN,MIDWY,ESR1
MILTON_RN,MILTON,ESR1
MIL_MILG1_2,MIL,MILLERG1
MIL_MILG1_2,MIL,MILLERG2
MIL_MILG345,MIL,MILLERG3
MIL_MILG345,MIL,MILLERG4
MIL_MILG345,MIL,MILLERG5
MIRAGE_G1,MIRAGE,GEN_0001
MIRASOLE_GEN,MIRASOLE,MIR11
MIRASOLE_GEN,MIRASOLE,MIR12
MIRASOLE_GEN,MIRASOLE,MIR13
MIRASOLE_GEN,MIRASOLE,MIR21
MISAE_GEN_RN,MISAE,UNIT1
MISAE_GEN_RN,MISAE,UNIT2
MLB_SLR_RN,MLB_SLR,SOLAR1
MLB_SLR_RN,MLB_SLR,SOLAR2
MLB_SLR_RN,MLB_SLR,SOLAR3
MLSES_UNIT1,MLSES,UNIT1
MLSES_UNIT2,MLSES,UNIT2
MLSES_UNIT3,MLSES,UNIT3
MNWL_BESS_RN,MNWLE,ESR1
MONTECR1_RN,MONTECR1,WIND1
MONT_WND_RN,MONT_WND,UNIT1
MONT_WND_RN,MONT_WND,UNIT2
MOORE_FL_RN,MOORE_FL,ESR1
MOZART_WIND1,MOZART,WIND_1
MRKM_SLR_RN,MRKM_SLR,PV1
MROW_SLR_RN,MROW_SLR,SOLAR1
MUENSTER_RN,MUENSTER,ESR1
MUSTNGCK_ALL,MUSTNGCK,ESR1
MUSTNGCK_ALL,MUSTNGCK,SOLAR1
MUSTNGCK_ALL,MUSTNGCK,SOLAR2
MU_RN,MU,ESR1
MV_VALV4_RN,MV_VALV4,ESR1
MWEC_G1,MWEC,G1
MYRY_BES2_RN,MAYBERRY,ESR2
MYRY_ESR_RN,MAYBERRY,ESR1
MYR_ALL,MYR,ESR1
MYR_ALL,MYR,ESR2
MYR_ALL,MYR,UNIT1
MYR_ALL,MYR,UNIT2
NACPW_UNIT1,NACPW,UNIT1
NBOHR_RN,HARALD,UNIT1
NBOHR_RN,NBOHR,UNIT1
NCARBIDEG8,NCARBIDE,NCARBIG8
NCARBIDE_1_7,NCARBIDE,NCARBIG1
NCARBIDE_1_7,NCARBIDE,NCARBIG2
NCARBIDE_1_7,NCARBIDE,NCARBIG3
NCARBIDE_1_7,NCARBIDE,NCARBIG5
NCARBIDE_1_7,NCARBIDE,NCARBIG6
NCARBIDE_1_7,NCARBIDE,NCARBIG7
NCO_RN,NCO,ESR1
NEBULA_RN,NEBULA,UNIT1
NEDIN_RN,NEDIN,ESR1
NED_NEDIN_G1,NEDIN,NEDIN_G1
NED_NEDIN_G2,NEDIN,NEDIN_G2
NED_NEDIN_G3,NEDIN,NEDIN_G3
NF_BRP_RN,NF_BRP,ESR1
NHKY_SLR_RN,NHKY_SLR,UNIT1
NHKY_SLR_RN,NHKY_SLR,UNIT2
NOBLESLR_ALL,NOBLESLR,ESR1
NOBLESLR_ALL,NOBLESLR,ESR2
NOBLESLR_ALL,NOBLESLR,SOLAR1
NOBLESLR_ALL,NOBLESLR,SOLAR2
NOVA1SLR_ALL,NOVA1SLR,UNIT1
NOVA1SLR_ALL,NOVA1SLR,UNIT2
NOVA2S_UNIT1,NOVA2SLR,UNIT1
NRTN_SLR_RN,NRTN_SLR,SOLAR1
NUE_NUECESG7,NUECES_B,NUECESG7
NUE_NUECESG8,NUECES_B,NUECESG8
NUE_NUECESG9,NUECES_B,NUECESG9
NWF_NWF1,NWF,ESR1
NWF_NWF1,NWF,NWF1
NWF_NWF1,NWF,NWF2
N_AL_BESS_RN,N_ALAMO,ESR1
N_MRD_ESR_RN,N_MERCED,ESR1
OBERON_U1,OBERON,UNIT_1
ODESW_RN,ODESW,ESR1
OECCS_1,OECCS,CT11
OECCS_1,OECCS,CT12
OECCS_1,OECCS,UNIT1
OECCS_2,OECCS,CT21
OECCS_2,OECCS,CT22
OECCS_2,OECCS,UNIT2
OGSES_1,OGSES,UNIT1A
OGSES_2,OGSES,UNIT2
OGS_SLR_RN,OGS_SLR,UNIT1
OLIN_OLING_1,OLINGR,OLING_1
OLIN_OLING_2,OLINGR,OLING_2
OLIN_OLING_3,OLINGR,OLING_3
OLIN_OLING_4,OLINGR,OLING_4
OLMITO_RN,OLMITO,ESR1
OLNEYTN_AGR1,OLNEYTN,AGR1
OLNEYTN_RN,OLNEYTN,ESR1
ORIANA_RN,ORIANA,UNIT1
OR_BESS_RN,OR,ESR1
OUTP_SLR_RN,OUTP_SLR,UNIT1
OUTP_SLR_RN,OUTP_SLR,UNIT2
OWF_OWF,OWF,OWF
OXY_OXY_CCG1,OXY_CC,OXY_CCG1
P2_DGR1_RN,P2,DGR1
P2_DGR2_RN,P2,DGR2
PAD1_ESS_RN,PAD1_ESS,ESR1
PAD2_ESS_RN,PAD2_ESS,ESR2
PALACIOS_RN,PALACIOS,ESR1
PALE_ESS_EN,PALE_ESS,ESR1
PALMVIEW_RN,PALMVIEW,ESR1
PALMWI_UNIT1,PALMWIND,UNIT1
PANDA_S_CT1,PANDA_S,SHER1CT1
PANDA_S_CT2,PANDA_S,SHER1CT2
PANDA_S_ST1,PANDA_S,SHER1ST1
PANDA_T1_CT1,PANDA_T1,TMPL1CT1
PANDA_T1_CT2,PANDA_T1,TMPL1CT2
PANDA_T1_ST1,PANDA_T1,TMPL1ST1
PANDA_T2_CT1,PANDA_T2,TMPL2CT1
PANDA_T2_CT2,PANDA_T2,TMPL2CT2
PANDA_T2_ST1,PANDA_T2,TMPL2ST1
PAP1_PAP1,PAP1,PAP1
PAR_RN,PAR,UNIT1
PAR_RN,PAR,UNIT2
PAULN_RN,PAULN,ESR1
PAVLOV_BT_RN,PAVLOV,ESR1
PAVO_ESS_ALL,PAVO_ESS,ESR1
PAVO_ESS_ALL,PAVO_ESS,ESR2
PB2SES_CT1,PB2SES,CT1
PB2SES_CT2,PB2SES,CT2
PB2SES_CT3,PB2SES,CT3
PB2SES_CT4,PB2SES,CT4
PB2SES_CT5,PB2SES,CT5
PCT_RN,PCT,UNIT1
PC_NORTH_1,PC_NORTH,PANTHER1
PC_SOUTH_ALL,PC_SOUTH,PANTH31
PC_SOUTH_ALL,PC_SOUTH,PANTH32
PC_SOUTH_ALL,PC_SOUTH,PANTHER2
PEARSALL_RN,PEARSALL,ESR1
PEARSA_1_24,PEARSAL2,AGR_A
PEARSA_1_24,PEARSAL2,AGR_B
PEARSA_1_24,PEARSAL2,AGR_C
PEARSA_1_24,PEARSAL2,AGR_D
PENA_ALL,PENA,UNIT1
PENA_ALL,PENA,UNIT2
PENA_ALL,PENA3,UNIT3
PERE_SLR_RN,PERE_SLR,UNIT1
PERE_SLR_RN,PERE_SLR,UNIT2
PEY_RN,PEY,UNIT1
PH1_UNIT1_2,PH1,UNIT1
PH1_UNIT1_2,PH1,UNIT2
PH2_U1_U2,PH2,UNIT1
PH2_U1_U2,PH2,UNIT2
PHILLWND_ALL,PHILLWND,UNIT1
