RESOURCE_NODE,UNIT_SUBSTATION,UNIT_NAME
PHILLWND_ALL,PHILLWND,UNIT2
PHOEBE_ALL,PHOEBE,UNIT1
PHOEBE_ALL,PHOEBE,UNIT2
PHOENIX_RN,PHOENIX,UNIT1
PHO_ALL,PHO,ESR1
PHO_ALL,PHO,ESR2
PHO_ALL,PHO,SOLAR1
PHO_ALL,PHO,SOLAR2
PHO_ALL,PHO,SOLAR3
PHO_ALL,PHO,SOLAR4
PINEFRST_RN,PINEFRST,ESR1
PINEFRST_RN,PINEFRST,UNIT1
PINEFRST_RN,PINEFRST,UNIT2
PINN_SLR_RN,PINN_SLR,UNIT1
PINN_SLR_RN,PINN_SLR,UNIT2
PINN_SLR_RN,PINN_SLR,UNIT3
PIN_BESS_RN,PIN_BESS,ESR1
PIONR_DJ_RN,PIONR_DJ,UNIT1
PIONR_DJ_RN,PIONR_DJ,UNIT2
PIRATE_RN,PIRATE,ESR1
PISG_RN_ALL,PISGAH,SOLAR1
PISG_RN_ALL,PISGAH,SOLAR2
PITSDD_UNIT1,PITTSDDK,UNIT1
PITSDD_UNIT1,PITTSDK2,UNIT1
PLATINUM_RN,PLATINUM,ESR1
PLATINUM_RN,PLATINUM,ESR2
PLN_ALL,PLN,UNIT1
PLN_ALL,PLN,UNIT2
PNPI_GT2_RN,PNPI,GT2
PORTSL_UNIT1,PORT_SLR,UNIT1
POTEETS_RN,POTEETS,ESR1
POTSVIL_RN,GRIZZLY,ESR1
POTSVIL_RN,GRIZZLY,SOLAR1
PPEC_RN,PPEC,GT7
PPEC_RN,PPEC,GT8
PRCRK_RN,PRCRK,ESR1
PRID_RN,PRIDDY,UNIT1
PRID_RN,PRIDDY,UNIT2
PROSPERO_ALL,PROSPERO,UNIT1
PROSPERO_ALL,PROSPERO,UNIT2
PRO_RN,PRO,UNIT1
PRO_RN,PRO,UNIT2
PRO_RN,PRO,UNIT3
PRO_RN,PRO,UNIT4
PRO_RN,PRO,UNIT5
PRO_RN,PRO,UNIT6
PRO_RN,PRO,UNIT7
PRO_RN,PRO,UNIT8
PRSPERO2_ALL,PRSPERO2,UNIT1
PRSPERO2_ALL,PRSPERO2,UNIT2
PR_PR_ALL,PR,PR_G2
PSA_PSA_G1,PSA,PSA_G1
PSA_PSA_G2,PSA,PSA_G2
PSA_PSA_G3,PSA,PSA_G3
PSA_PSA_G4,PSA,PSA_G4
PSA_PSA_G5,PSA,PSA_G5
PSA_PSA_G6,PSA,PSA_G6
PSA_PSA_G7,PSA,PSA_G7
PSG_PSG_GT2,PSG,PSG_GT2
PSG_PSG_GT3,PSG,PSG_GT3
PSG_PSG_ST1,PSG,PSG_ST2
PTLBES_BESS1,PRTLAVS,ESR1
PYOTE_RN,PYOTE,UNIT1
PYR_PYRON1,PYR,ESR1
PYR_PYRON1,PYR,ESR2
PYR_PYRON1,PYR,ESR3
PYR_PYRON1,PYR,PYRON1
PYR_PYRON1,PYR,PYRON2
Q1_DGR1_RN,Q1,DGR1
QALSW_ALL,QALSW,GT1
QALSW_ALL,QALSW,GT2
QALSW_ALL,QALSW,GT3
QALSW_ALL,QALSW,GT4
QALSW_ALL,QALSW,STG1
QALSW_ALL,QALSW,STG2
QUEEN_BA_RN,QUEEN_BA,ESR1
QUEEN_SL_RN,QUEEN_SL,SOLAR1
QUEEN_SL_RN,QUEEN_SL,SOLAR2
QUEEN_SL_RN,QUEEN_SL,SOLAR3
QUEEN_SL_RN,QUEEN_SL,SOLAR4
RAB_G1-8,RAB,UNIT1
RAB_G1-8,RAB,UNIT2
RAB_G1-8,RAB,UNIT3
RAB_G1-8,RAB,UNIT4
RAB_G1-8,RAB,UNIT5
RAB_G1-8,RAB,UNIT6
RAB_G1-8,RAB,UNIT7
RAB_G1-8,RAB,UNIT8
RADN_SLR_ALL,RADN_SLR,ESR1
RADN_SLR_ALL,RADN_SLR,ESR2
RADN_SLR_ALL,RADN_SLR,UNIT1
RADN_SLR_ALL,RADN_SLR,UNIT2
RAMBLER_UNIT,RAMBLER,UNIT1
RANCHERO_ALL,RANCHERO,UNIT1
RANCHERO_ALL,RANCHERO,UNIT2
RAT_RN_1,RATLIFF,SOLAR1
RAYB_G78910,RAYBURN,RAYBURG10
RAYB_G78910,RAYBURN,RAYBURG7
RAYB_G78910,RAYBURN,RAYBURG8
RAYB_G78910,RAYBURN,RAYBURG9
RBN_BESS1,RBN,ESR1
RDCAN_RDCNY1,RDCANYON,RDCNY1
REDBARN_RN,REDBARN,UNIT_1
REDBARN_RN,REDBARN,UNIT_2
REDFISH_ALL,REDFISH,MV1A
REDFISH_ALL,REDFISH,MV1B
REDGATE_RN,REDGATE,AGR_A
REDGATE_RN,REDGATE,AGR_B
REDGATE_RN,REDGATE,AGR_C
REDGATE_RN,REDGATE,AGR_D
RELOJ_ALL,RELOJ,UNIT1
RELOJ_ALL,RELOJ,UNIT2
RELOJ_ALL,RELOJ,UNIT3
RELOJ_ALL,RELOJ,UNIT4
REROCK_ALL,REROCK,UNIT1
REROCK_ALL,REROCK,UNIT2
RHESS2_ESS1,GEORSO,ESR1
RIGGIN_UNIT1,RIGGINS,UNIT1
RIOG_ESR2_RN,RIO_GRAN,ESR2
RIOG_ESR_RN,RIO_GRAN,ESR1
RIONOG_CT1,RIONOG,CT1
RIONOG_CT2,RIONOG,CT2
RIONOG_CT3,RIONOG,CT3
RIONOG_ST1,RIONOG,ST1
RIPPEY_ALL,RIPPEY,UNIT1
RN_APOGEE,APOGEE,UNIT1
RN_APOGEE,APOGEE,UNIT2
RN_APOGEE,APOGEE,UNIT3
RN_APOGEE,APOGEE,UNIT4
RN_APOGEE,APOGEE,UNIT5
RN_APOGEE,APOGEE,UNIT6
RN_APOGEE,APOGEE,UNIT7
RN_BYU_G8,BYU,BYU_G8
RN_BY_ESR1,BY,ESR1
RN_DEC_AGR_A,DEC,AGR_A
RN_DEC_AGR_B,DEC,AGR_B
RN_DEC_AGR_C,DEC,AGR_C
RN_DEC_AGR_D,DEC,AGR_D
RN_ECEC_HOLT,ECEC,G1
RN_ECEC_HOLT,ECEC,G2
RN_LNP_SLR,LNP,SOLAR1
RN_OCI_ALAMO,OCI_ALM1,UNIT1
RN_PAD3_ESS,PAD3_ESS,ESR3
RN_QTUM_SLR,QTUM_SLR,ESR1
RN_QTUM_SLR,QTUM_SLR,ESR2
RN_QTUM_SLR,QTUM_SLR,UNIT1
RN_QTUM_SLR,QTUM_SLR,UNIT2
RN_RHN_ESR,RHA,ESR1
RN_RTS1,RTS,U1
RN_RTS1,RTS2,U1
RN_RTS1,RTS2,U2
RN_SOLC_SLR,SOLC_SLR,ESR1
RN_SOLC_SLR,SOLC_SLR,ESR2
RN_SOLC_SLR,SOLC_SLR,UNIT1
RN_SOLC_SLR,SOLC_SLR,UNIT2
RN_SR_WIND1,SANROMAN,WIND_1
ROSELAND_ALL,ROSELAND,ESR1
ROSELAND_ALL,ROSELAND,SOLAR1
ROSELAND_ALL,ROSELAND,SOLAR2
ROSELAND_ALL,ROSELAND,SOLAR3
ROUTE66_RN,ROUTE_66,WIND1
ROW_ALL,ROW,UNIT1
ROW_ALL,ROW,UNIT2
RPUBRDS_RN,RPUBRDS,ESR1
RRANCHES_ALL,RRANCHES,ESR1
RRANCHES_ALL,RRANCHES,ESR2
RRC_WIND_ALL,RRC_WIND,ESR1
RRC_WIND_ALL,RRC_WIND,ESR2
RRC_WIND_ALL,RRC_WIND,UNIT1
RRC_WIND_ALL,RRC_WIND,UNIT2
RRC_WIND_ALL,RRC_WIND,UNIT3
RSK_RN,RSNAKE,G1
RSK_RN,RSNAKE,G2
RTLSNAKE_BT,RTLSNAKE,ESR1
RUSSEKST_RN,RUSSEKST,ESR1
RVRVLYS_ALL,RVRVLYS,ESR1
RVRVLYS_ALL,RVRVLYS,ESR2
SADLBACK_RN,SADLBACK,ESR1
SADLBCK_AGR1,SADLBACK,AGR1
SAH_RN,SAH,ESR1
SAH_RN,SAH,ESR2
SALVTION_GEN,SALVTION,UNIT1
SALVTION_GEN,SALVTION,UNIT2
SAMSON_ALL,SAMSON_1,G1
SAMSON_ALL,SAMSON_1,G2
SAMSON_ALL,SAMSON_1,G3
SAMSON_ALL,SAMSON_1,G4
SAMSON_ALL,SAMSON_3,G1
SAMSON_ALL,SAMSON_3,G2
SANDHSYD1_2,SANDHSYD,SH1
SANDHSYD1_2,SANDHSYD,SH2
SANDHSYD3_4,SANDHSYD,SH3
SANDHSYD3_4,SANDHSYD,SH4
SANDHSYD6_7,SANDHSYD,SH6
SANDHSYD6_7,SANDHSYD,SH7
SANDHSYD_5AC,SANDHSYD,SH_5A
SANDHSYD_5AC,SANDHSYD,SH_5C
SANDLAKE_RN,SANDLAKE,ESR1
SANTACRU_ALL,SANTACRU,UNIT1
SANTACRU_ALL,SANTACRU,UNIT2
SAN_SANMIGG1,SANMIGL,G1
SBEAN_BESS,SBEAN,ESR1
SBE_RN_1,SBE,UNIT1
SC2SES_UNIT1,SCSES,UNIT1A
SCES_UNIT1,SCES,UNIT1
SCLP_SCLPC_1,SCLPCOGN,SCLPC_1
SCLP_SCLPC_2,SCLPCOGN,SCLPC_2
SCLP_SCLPC_3,SCLPCOGN,SCLPC_3
SCLP_SCLPC_4,SCLPCOGN,SCLPC_4
SCSES_UNIT2,SCSES,UNIT2
SENATEWD_1,SENATEWD,UNIT1
SEVNF_ES_RN,SEVNF_ES,ESR1
SE_EDINB_RN,SE_EDINB,ESR1
SGM_SIGNALMT,SGMTN,SIGNALM2
SGM_SIGNALMT,SGMTN,SIGNALMT
SGSA_DGR,SGSA,ESR1
SG_BES_BESS1,SGAL_BES,ESR1
SG_BES_BESS1,SGAL_BES,ESR2
SHAFFER_ALL,SHAFFER,UNIT1
SHAMROCK_RN,SHAMROCK,ESR1
SHAMROCK_RN,SHAMROCK,UNIT1
SHAMROCK_RN,SHAMROCK,UNIT2
SHANNONW_RN,SHANNONW,UNIT_1
SHAW_SLR_RN,SHAW_SLR,UNIT1
SHEEPCRK_1,SHEEPCRK,ESR1
SHEEPCRK_1,SHEEPCRK,UNIT1
SIG_SLR_RN,SIG_SLR,UNIT1
SIL_SILAS_10,SILASRAY,SILAS_10
SIL_SILAS_6,SILASRAY,SILAS_6
SIL_SILAS_9,SILASRAY,SILAS_9
SIRIUS_UNIT1,SIRIUS,UNIT1
SIRIUS_UNIT1,SIRIUS,UNIT2
SJS_SJS_G1,SJS,SJS_G1
SJS_SJS_G2,SJS,SJS_G2
SKY1,SKY1,SKY1A
SKY1,SKY1,SKY1B
SLCN_ESS_ALL,SLCNHLS,ESR1
SLCN_ESS_ALL,SLCNHLS,ESR2
SLK_BESS_RN,SLK_BESS,ESR1
SLTFRK_UN1_2,SALTFORK,UNIT1
SLTFRK_UN1_2,SALTFORK,UNIT2
SMTH_ESS_RN,SMTH_ESS,ESR1
SNY_BESS_RN,DPCRK,ESR1
SOLARA_UNIT1,SOLARA,UNIT1
SPARTA_ALL,SPARTA,UNIT1
SPARTA_ALL,SPARTA,UNIT2
SPLAIN1_RN,SPLAIN1,WIND1
SPLAIN1_RN,SPLAIN1,WIND2
SPLAIN2_RN,SPLAIN2,WIND21
SPLAIN2_RN,SPLAIN2,WIND22
SPNC_SPNCE_4,SPNCER,SPNCE_4
SPNC_SPNCE_5,SPNCER,SPNCE_5
SPTX12B_RN,SPTX12B,ESR1
SPTX12B_RN,SPTX12B,UNIT1
SP_RN,SP,ESR1
SROSA_ESR_RN,S_SNROSA,ESR1
SRWE1_UNIT1,SRWE1,SRWE2
SRWE1_UNIT1,SRWE1,UNIT1
SSPURT_WIND1,SSPURTWO,SS3WIND1
SSPURT_WIND1,SSPURTWO,SS3WIND2
SSPURT_WIND1,SSPURTWO,WIND_1
STADIUM_RN,STADIUM,ESR1
STAGHORN_RN,STAGHORN,UNIT1
STAM_SLR_ALL,STAM_SLR,ESR1
STAM_SLR_ALL,STAM_SLR,SOLAR1
STAM_SLR_ALL,STAM_SLR,SOLAR2
STAR_SLR_RN,STAR_SLR,UNIT1
STAR_SLR_RN,STAR_SLR,UNIT2
STEAM_ENG123,STEAM,ENGINE_1
STEAM_ENG123,STEAM,ENGINE_2
STEAM_ENG123,STEAM,ENGINE_3
STEA_STEAM_1,STEAM1A,STEAM_1
STEA_STEAM_2,STEAM,STEAM_2
STEA_STEAM_3,STEAM,STEAM_3
STELLA_RN,STELLA,UNIT1
STLHS_SL_RN,STLHS_SL,PV1
STP_STP_G1,STP,STP_G1
STP_STP_G2,STP,STP_G2
STRATEGC_RN,STRATEGC,UNIT1
STRG_SLR_ALL,STRG_SLR,ESR1
STRG_SLR_ALL,STRG_SLR,UNIT1
STRG_SLR_ALL,STRG_SLR,UNIT2
STWF_T1,STWF,T1
SUNVASLR_ALL,SUNVASLR,ESR1
SUNVASLR_ALL,SUNVASLR,ESR2
SUNVASLR_ALL,SUNVASLR,UNIT1
SUNVASLR_ALL,SUNVASLR,UNIT2
SWEC_G1,SWEC,G1
SWEETWN2_2_4,SWEETWN2,WND2
SWEETWN2_2_4,SWEETWN2,WND24
SWEETWN3_3,SWEETWN3,WND3A
SWEETWN3_3,SWEETWN3,WND3B
SWEETWND_1,SWEETWND,WND1
SWFT_SLR_RN,SWFT_SLR,UNIT1
SWOOSE1_U1,PYOTE,ESR1
SWOOSEII_RN,SWOOSEII,ESR1
SWTWN4_WND45,MARYNEAL,UNIT1
SWTWN4_WND45,SWEETWN4,WND4A
SWTWN4_WND45,SWEETWN4,WND4B
SWTWN4_WND45,SWEETWN5,WND5
SWT_BESS_RN,SWTWR,ESR1
SYBR_SLR_RN,SYBR_SLR,UNIT1
SYBR_SLR_RN,SYBR_SLR,UNIT2
S_HILLS_RN,S_HILLS,UNIT1
TAHOKA_ALL,SAGEDRAW,UNIT1
TAHOKA_ALL,SAGEDRAW,UNIT2
TAHOKA_ALL,TAHOKA,UNIT_1
TAHOKA_ALL,TAHOKA,UNIT_2
TANZ_ESS_RN,TANZ_ESS,ESR1
TANZ_ESS_RN,TANZ_ESS,ESR2
TAV_RN,TAV,UNIT1
TAV_RN,TAV,UNIT2
TAYGETE2_ALL,TAYGETE2,UNIT1
TAYGETE2_ALL,TAYGETE2,UNIT2
TAYGETE_ALL,TAYGETE,UNIT1
TAYGETE_ALL,TAYGETE,UNIT2
TBWF_ES_BES1,TBWF_ESS,ESR1
TC_GTG2_RN,TC,GTG2
TC_TCHP1,TC,TCHP1
TDWLPR_1_RN,TDWLPR_1,ESR1
TDWLPR_1_RN,TDWLPR_1,ESR2
TEN_CT1_STG,TEN,CT1
TEN_CT1_STG,TEN,STG
TGCCS_ALL,TGCCS,CT1
TGCCS_ALL,TGCCS,CT2
TGCCS_ALL,TGCCS,CT3
TGCCS_ALL,TGCCS,UNIT4
TGS_GT01,TGS,GT01
TGW_T1_T2,TGW,T1
TGW_T1_T2,TGW,T2
THREEW_S_RN,THREEW_S,SOLAR1
THW_1_CCU,THW,THWGT31
THW_1_CCU,THW,THWGT32
THW_1_CCU,THW,THWGT33
THW_1_CCU,THW,THWGT34
THW_1_CCU,THW,THWST_3
THW_2_CCU,THW,THWGT41
THW_2_CCU,THW,THWGT42
THW_2_CCU,THW,THWGT43
THW_2_CCU,THW,THWGT44
THW_2_CCU,THW,THWST_4
THW_THWGT5X,THW,GT61
THW_THWGT5X,THW,GT62
THW_THWGT5X,THW,THWGT51
THW_THWGT5X,THW,THWGT52
THW_THWGT5X,THW,THWGT53
THW_THWGT5X,THW,THWGT54
THW_THWGT5X,THW,THWGT55
THW_THWGT5X,THW,THWGT56
THW_THWGT_1,THW,THWGT_1
TIMPP_RN1,TIMPP,AGR1
TIMPP_RN1,TIMPP,AGR2
TIMPP_RN2,TIMPP,AGR3
TIMPP_RN2,TIMPP,AGR4
TI_SOLAR_ALL,TI_SOLAR,UNIT1
TI_SOLAR_ALL,TI_SOLAR,UNIT2
TKWSW_CHAMP,CHAMPION,UNIT1
TKWSW_CHAMP,CHAMPION,UNIT2
TKWSW_CHAMP,CHAMPION,UNIT3
TKWSW_ROSCOE,TKWSW1,ROSCOE
TKWSW_ROSCOE,TKWSW1,ROSCOE2A
TMPP_RN3,TIMPP,AGR5
TMPP_RN3,TIMPP,AGR6
TMPP_RN4,TIMPP,AGR7
TMPP_RN4,TIMPP,AGR8
TNFS_RN,TNFS,ESR1
TNG_RN,TNG,SOLAR1
TNG_RN,TNG,SOLAR2
TNP_TNP_O_1,TNP_ONE,TNP_O_1
TNP_TNP_O_2,TNP_ONE,TNP_O_2
TNSKA_CCU,TNSKA,GT1
TNSKA_CCU,TNSKA,GT2
TNSKA_CCU,TNSKA,STG
TNS_SLR_ALL,TNS_SLR,UNIT1
TNS_SLR_ALL,TNS_SLR,UNIT2
TOPAZ_ALL,TOPAZ,UNIT1
TOPAZ_ALL,TOPAZ,UNIT10
TOPAZ_ALL,TOPAZ,UNIT2
TOPAZ_ALL,TOPAZ,UNIT3
TOPAZ_ALL,TOPAZ,UNIT4
TOPAZ_ALL,TOPAZ,UNIT5
TOPAZ_ALL,TOPAZ,UNIT6
TOPAZ_ALL,TOPAZ,UNIT7
TOPAZ_ALL,TOPAZ,UNIT8
TOPAZ_ALL,TOPAZ,UNIT9
TORR_ALL,TORR,ESR1
TORR_ALL,TORR,UNIT1_25
TORR_ALL,TORR,UNIT2_23
TORR_ALL,TORR,UNIT2_25
TORT_ESS_RN,TORT_ESS,ESR1
TOYAH_RN,CHERRYCR,ESR1
TRBT_SLR_RN,TRBT_SLR,PV1
TRBT_SLR_RN,TRBT_SLR,PV2
TREB_SOLAR1,TREB_SLR,SOLAR1
TRENT_TRENT,TRENT,TRENT
TRENT_TRENT,TRENT,UNIT_1B
TRENT_TRENT,TRENT,UNIT_2
TRENT_TRENT,TRENT,UNIT_3A
TRENT_TRENT,TRENT,UNIT_3B
TRINITY_ALL,TRINITY,TH1_BUS1
TRINITY_ALL,TRINITY,TH1_BUS2
TRIPBUT1_RN,BELD,ESR1
TROJ_SLR_RN,TROJ_SLR,PV1
TROJ_SLR_RN,TROJ_SLR,PV2
TRSES_UNIT6,TRSES,UNIT6
TRUENO_ALL,TRUENO,UNIT1
TRUENO_ALL,TRUENO,UNIT2
TRUSGILL_RN,TRUSGILL,UNIT1
TRUSGILL_RN,TRUSGILL,UNIT2
TRUSGILL_RN,TRUSGILL,UNIT3
TRUSGILL_RN,TRUSGILL,UNIT4
TSECA_ES_RN,TSECA_ES,ESR1
TTRSW_RN,DELILA_1,G1
TTRSW_RN,DELILA_1,G2
TTRSW_RN,DELILA_2,G1
TTRSW_RN,DELILA_2,G2
TTRSW_RN,DELILA_2,G3
TTWEC_G1,TTWEC,G1
TUL_SLR_ALL,TUL_SLR,UNIT1
TUL_SLR_ALL,TUL_SLR,UNIT2
TURQ_BESS1,TURQBESS,ESR1
TV_RN,TV,ESR1
TXCTY_CTA,TXCTY,CTA
TXCTY_CTB,TXCTY,CTB
TXCTY_CTC,TXCTY,CTC
TXCTY_ST,TXCTY,ST
TYLRWIND_RN,TYLRWIND,UNIT1
TYNAN_RN,TYNAN,ESR1
TYSN_SLR_RN,TYSN_SLR,UNIT1
UCC_UCC_C_2,UCC_COGN,UCC_C_2
UTOPIA_RN,UTOPIA,ESR1
V2_DGR1_RN,V2,DGR1
V2_DGR2_RN,V2,DGR2
V2_DGR3_RN,V2,DGR3
V4_DGR1_RN,V4,DGR1
VANCOURT_RN,VANCOURT,UNIT1
VENADO_ALL,VENADO,UNIT1
VENADO_ALL,VENADO,UNIT2
VERAWIND_ALL,VERAWIND,UNIT1
VERAWIND_ALL,VERAWIND,UNIT2
VERAWIND_ALL,VERAWIND,UNIT3
VERAWIND_ALL,VERAWIND,UNIT4
VERAWIND_ALL,VERAWIND,UNIT5
VERTIGO_UN1,VERTIGO,WIND_I
VERT_ESS_RN,VERT_ESS,ESR1
VICTPORT_RN,VICTPORT,CTG01
VICTPORT_RN,VICTPORT,CTG02
VICTPORT_RN,VICTPRT2,UNIT1
VICTPORT_RN,VICTPRT2,UNIT2
VIC_VICTORG5,VICTORIA,VICTORG5
VIC_VICTORG6,VICTORIA,VICTORG6
VISION_RN,VISION,UNIT1
VLSES_UNIT3,KMCHI,1CT101
VLSES_UNIT3,KMCHI,1CT201
VLSES_UNIT3,KMCHI,1ST
VLSES_UNIT3,KMCHI,2CT101
VLSES_UNIT3,KMCHI,2CT201
VLSES_UNIT3,KMCHI,2ST
VORT_ALL_RN,VORTEX,ESR1
VORT_ALL_RN,VORTEX,WIND1
VORT_ALL_RN,VORTEX,WIND2
VORT_ALL_RN,VORTEX,WIND3
VORT_ALL_RN,VORTEX,WIND4
WAKEWE_ALL,WAKEWE,G1
WAKEWE_ALL,WAKEWE,G2
WAL_RN,WAL,ESR1
WAP_WAPGT_1,WAP,WAPGT_1
WAP_WAP_G1,WAP,WAP_G1
WAP_WAP_G2,WAP,WAP_G2
WAP_WAP_G3,WAP,WAP_G3
WAP_WAP_G4,WAP,WAP_G4
WAP_WAP_G5,WAP,WAP_G5
WAP_WAP_G6,WAP,WAP_G6
WAP_WAP_G7,WAP,WAP_G7
WAP_WAP_G8,WAP,WAP_G8
WAYMARK_RN,WAYMARK,UNIT1
WCPP_CT1,WCPP,CT1
WCPP_CT2,WCPP,CT2
WCPP_ST1,WCPP,ST1
WEBBER_WS_T1,WEBBER_S,WSP1
WEC_WECG1,WEC,WECG1
WES_ALL,WES,UNIT1
WES_ALL,WES,UNIT2
WFCOGEN_13,WFCOGEN,UNIT1
WFCOGEN_13,WFCOGEN,UNIT3
WFCOGEN_24,WFCOGEN,UNIT2
WFCOGEN_24,WFCOGEN,UNIT4
WFTANK_ESS1,WFTANK,ESR1
WGU_RN,WGU,UNIT1
WHCCS2_4,WHCCS2,CT4
WHCCS2_5_6,WHCCS2,CT5
WHCCS2_5_6,WHCCS2,STG6
WHCCS_CT1_ST,WHCCS,CT1
WHCCS_CT1_ST,WHCCS,STG
WHCCS_CT2,WHCCS,CT2
WHITE_PT_UN1,MIDWIND,UNIT1
WHMESA_U1,WHMESA,UNIT1
WHMESA_U1,WHMESA,UNIT2_23
WHMESA_U1,WHMESA,UNIT2_28
WHMESA_U1,WHMESA,UNIT3_23
WHMESA_U1,WHMESA,UNIT3_28
WHTTAIL_WR1,WHTTAIL,WR1
WH_WIND_ALL,WH_WIND,UNIT1
WH_WIND_ALL,WH_WIND,UNIT2
WIG_BESS_RN,WIG_ESS,ESR1
WILDWIND_ALL,WILDWIND,UNIT1
WILDWIND_ALL,WILDWIND,UNIT2
WILDWIND_ALL,WILDWIND,UNIT3
WILDWIND_ALL,WILDWIND,UNIT4
WILDWIND_ALL,WILDWIND,UNIT5
WIPOPA_1_2,WIPOPA,WPP_G1
WIPOPA_1_2,WIPOPA,WPP_G2
WIPOPA_3_4,WIPOPA,WPP_G3
WIPOPA_3_4,WIPOPA,WPP_G4
WIR_WIRTZ_G1,WIRTZ,WIRTZ_G1
WIR_WIRTZ_G2,WIRTZ,WIRTZ_G2
WLTC_ESR_RN,WEIL_TRC,ESR1
WL_RANCH_RN,WL_RANCH,UNIT1
WNDTS2_UNIT1,WNDTHST2,UNIT1
WND_WHITNEY,WND,WHITNEY1
WND_WHITNEY,WND,WHITNEY2
WOODWRD1_RN,WOODWRD1,WOODWRD1
WOODWRD2_RN,WOODWRD2,WOODWRD2
WOV_BESS_RN,WOVER,ESR1
WRSBES_BESS1,WORSHAM,ESR1
WR_RN,WR,ESR1
WZRD_ESS_RN,WZRD_ESS,ESR1
W_HRL_ESR_RN,W_HARLIN,ESR1
W_PECO_UNIT1,W_PECOS,UNIT1
X1_DGR_RN,X1,DGR1
X443ESRN,X4,ESR1
YAPN_SLR_RN,YAPN_SLR,PV1
YAPN_SLR_RN,YAPN_SLR,PV2
YNG_WND_ALL,YNG_WND,UNIT1
YNG_WND_ALL,YNG_WND,UNIT2
YNG_WND_ALL,YNG_WND,UNIT3
Z0_DGR1_RN,Z0,DGR1
Z0_DGR2_RN,Z0,DGR2
Z0_DGR2_RN,Z0,ESR1
Z5_DGR1_RN,Z5,DGR1
ZIER_SLR_ALL,ZIER_SLR,ESR1
ZIER_SLR_ALL,ZIER_SLR,PV1
